company,company_formal,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,industry,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44
Moneyboxx Finance,MONEYBOXX FINANCE LTD.,3.8,96,3.6,3.7,4.0,3.6,3.7,3.7,3.6,282181,DHANUKA COMMERCIAL,20102000000,Private (Indian),2,8.50408e+19,Non-banking financial services,102040000000000,Other fund based financial services,640909010000,64990,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1994,Financial Services,282181,20240331,12,FS_INDAS,1279.6,,,1188.2,464.3,438.0,7.4,91.4,6741.4,1300.0,,,MONEYBOXX FINANCE LTD.,6741.4,96.0,Matched (3)
Morepen Laboratories,MOREPEN LABORATORIES LTD.,4.0,426,3.9,3.8,3.7,3.6,3.7,3.5,3.4,149369,,20101035349,Morepen Group,1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1984,Healthcare & Pharmaceuticals,149369,20240331,12,INDAS,15502.5,15375.9,-43.1,14350.0,1602.7,1551.5,47.8,1109.4,12910.7,2599.0,254.0,1.0,MOREPEN LABORATORIES LTD.,12910.7,426.0,Matched (3)
Moschip Technologies,MOSCHIP TECHNOLOGIES LTD.,3.9,215,4.0,3.7,3.7,3.6,3.7,3.8,3.6,149531,,20202000000,Private (Foreign),1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1999,IT Sector,149531,20240331,12,INDAS,2260.5,2228.4,,2198.3,1557.1,1421.6,21.4,62.2,3838.4,1107.0,358.0,,MOSCHIP TECHNOLOGIES LTD.,3838.4,215.0,Matched (3)
Mphasis,MPHASIS LTD.,3.3,9k,3.4,3.5,2.8,3.1,3.2,3.3,2.5,149899,MPHASIS BFL,20101033606,HP Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1992,IT Sector,149899,20240331,12,INDAS,93050.0,91543.9,,78588.6,27834.2,26885.4,535.6,14461.4,78602.8,24518.0,,,MPHASIS LTD.,78602.8,9000.0,Matched (3)
Mrs. Bectors Food Specialities,MRS. BECTORS FOOD SPECIALITIES LTD.,3.9,462,3.6,3.7,3.7,3.5,3.5,3.6,3.3,31586,,20101032061,Cremica Group,1,3.33208e+19,Biscuits,101011101700500,Bakery products,100701020000,10712,"Manufacture of biscuits, cakes, pastries, rusks etc.",1995,Food & Beverages,31586,20240331,12,INDAS,15293.8,15117.6,80.4,14141.0,2048.2,2016.9,42.3,1233.2,10609.0,6808.0,904.0,0.0,MRS. BECTORS FOOD SPECIALITIES LTD.,10609.0,462.0,Matched (3)
Mukand,MUKAND LTD.,3.6,254,3.2,3.4,3.2,3.3,3.4,3.5,2.8,150136,,20101010700,Bajaj Group,1,5.704041204e+19,Finished Steel (Non-Alloy Steel),101013501100000,Steel,240101050000,24105,Manufacture of hot-rolled and cold-rolled products of steel,1937,Metals & Metal Products,150136,20240331,12,INDAS,52986.0,52213.3,410.7,52360.0,2187.6,1994.6,170.4,1036.7,32447.1,1551.0,21.0,0.0,MUKAND LTD.,32447.1,254.0,Matched (3)
Multi Commodity Exchange Of India,MULTI COMMODITY EXCHANGE OF INDIA LTD.,3.4,126,4.1,3.4,3.1,3.1,3.1,3.1,2.8,338286,MCX,20101032904,Financial Technologies Group,2,8.508e+19,Fee based financial services,102059000000000,Other fee based financial services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",2002,Financial Services,338286,20240331,12,INDAS,6712.4,290.8,,6192.8,893.5,871.1,11.2,519.6,26729.9,410.0,81.0,2.0,MULTI COMMODITY EXCHANGE OF INDIA LTD.,26729.9,126.0,Matched (3)
Munjal Showa,MUNJAL SHOWA LTD.,3.4,362,3.4,3.6,3.0,3.1,3.2,3.0,2.6,150968,.,20101013200,Hero (Munjals) Group,1,6.6201608e+19,Shock absorbers,101014502059000,Other automobile ancillaries,290301010000,29301,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",1985,Automobile & Ancillaries,150968,20240331,12,INDAS,12071.2,11727.3,-41.2,11722.3,1158.0,1088.3,57.0,307.7,8161.0,2179.0,,,MUNJAL SHOWA LTD.,8161.0,362.0,Matched (3)
Muthoot Capital Services,MUTHOOT CAPITAL SERVICES LTD.,3.7,270,3.5,3.7,3.3,3.5,3.5,3.5,3.2,151314,,20101035354,Muthoot group,2,8.504080404e+19,Auto financing services,102030100000000,Auto finance services,640902010000,64920,Other credit granting,1994,Financial Services,151314,20240331,12,FS_INDAS,5414.5,0.9,,4187.9,764.1,751.7,7.6,1226.6,24873.0,1995.0,,,MUTHOOT CAPITAL SERVICES LTD.,24873.0,270.0,Matched (3)
Muthoot Finance,MUTHOOT FINANCE LTD.,3.6,5.4k,3.7,3.4,3.4,3.3,3.4,3.5,3.2,288148,,20101035354,Muthoot group,2,8.504080499e+19,Other asset financing services,102031500000000,Other asset financing services,640902010000,64920,Other credit granting,1997,Diversified / Miscellaneous,288148,20240331,12,FS_INDAS,127046.5,12.6,,86549.8,13869.1,13637.5,231.6,40496.7,859928.9,28286.0,7034.0,0.0,MUTHOOT FINANCE LTD.,859928.9,5400.0,Matched (3)
Muthoot Microfin,MUTHOOT MICROFIN LTD.,4.1,969,4.0,4.0,3.9,3.9,4.0,4.0,3.8,169524,,20101035354,Muthoot group,2,8.50408e+19,Non-banking financial services,102040000000000,Other fund based financial services,640909010000,64990,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1992,Financial Services,169524,20240331,12,FS_INDAS,23093.4,,,18597.6,4486.4,4307.6,85.1,4495.8,118623.5,13866.0,528.0,0.0,MUTHOOT MICROFIN LTD.,118623.5,969.0,Matched (3)
Nahar Industrial Enterprises,NAHAR INDUSTRIAL ENTERPRISES LTD.,3.9,150,3.9,3.9,3.7,3.7,3.6,3.7,3.4,153631,,20101020333,Nahar Group,1,3.612e+19,Cotton textiles,101011525000000,Diversified cotton textile,130103010000,13131,Finishing of cotton and blended cotton textiles.,1983,Textiles & Garments,153631,20240331,12,INDAS,15030.2,14900.9,132.5,15066.5,1783.0,1764.1,18.4,96.2,16467.1,6850.0,,,NAHAR INDUSTRIAL ENTERPRISES LTD.,16467.1,150.0,Matched (3)
Nahar Spinning Mills,NAHAR SPINNING MILLS LTD.,4.0,120,4.3,4.0,3.2,3.8,3.7,3.5,2.9,153642,,20101020333,Nahar Group,1,3.61208e+19,Cotton & blended yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1980,Textiles & Garments,153642,20240331,12,INDAS,30667.2,30515.3,360.8,31527.3,2915.2,2885.6,29.6,-499.3,29036.1,10444.0,,,NAHAR SPINNING MILLS LTD.,29036.1,120.0,Matched (3)
Nandan Denim,NANDAN DENIM LTD.,3.5,82,3.2,3.2,3.2,3.2,2.9,3.2,2.8,154314,NANDAN EXIM,20101032022,Chiripal Group,1,3.6604016e+19,Denim,101011505000000,Cloth,130102000000,1312,Weaving of textiles,1994,Textiles & Garments,154314,20240331,12,INDAS,20448.8,20100.9,-280.4,19718.7,744.2,738.8,5.4,449.7,12616.8,2078.0,187.0,0.0,NANDAN DENIM LTD.,12616.8,82.0,Matched (3)
Narayana Hrudayalaya,NARAYANA HRUDAYALAYA LTD.,4.0,1.7k,4.0,3.9,3.6,3.7,3.8,4.0,3.4,346089,NARAYANA HRUDAYALAYA,20101035806,NH Group,1,8.0400804e+19,"Hospitals, health care centres, etc.",101041515000000,Health services,860101010000,86100,Hospital activities,2000,Healthcare & Pharmaceuticals,346089,20240331,12,INDAS,35414.4,34158.5,,31169.2,6235.7,6039.3,196.4,4245.2,35833.3,15401.0,8990.0,18.0,NARAYANA HRUDAYALAYA LTD.,35833.3,1700.0,Matched (3)
Natco Pharma,NATCO PHARMA LTD.,4.0,825,4.0,3.9,3.8,3.6,3.6,3.6,3.4,155423,NATCO PHARMA,20101035811,Natco Pharma Group,1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1981,Healthcare & Pharmaceuticals,155423,20240331,12,INDAS,36736.0,35721.0,-172.0,23498.0,4549.0,4338.0,104.0,13066.0,68036.0,4762.0,517.0,1.0,NATCO PHARMA LTD.,68036.0,825.0,Matched (3)
National Fertilizers,NATIONAL FERTILIZERS LTD.,4.4,364,4.6,4.3,4.0,4.2,4.2,4.0,3.8,155581,NATIONAL FERTILIZERS,10101000000,Central Govt. - Commercial Enterprises,1,5.0160804e+19,Urea,101012015000000,Fertilisers,200102010000,20121,Manufacture of urea and other organic fertilizers,1974,Chemical & Allied Products,155581,20240331,12,INDAS,236621.1,233112.3,-13792.0,222181.7,6376.5,5157.8,641.4,647.4,115659.3,2939.0,192.0,47.0,NATIONAL FERTILIZERS LTD.,115659.3,364.0,Matched (3)
Nava,NAVA LTD.,3.8,287,3.7,3.8,3.2,3.5,3.5,3.4,2.9,155990,NAVA BHARAT VENTURES,20101020327,Nava Bharat Group,1,5.70404041212e+19,Ferro silico manganese,101013501250000,Ferro alloys,240101040000,24104,Manufacture of ferro-alloys,1972,Metals & Metal Products,155990,20240331,12,INDAS,15513.4,14675.9,-709.5,12613.8,962.1,920.5,27.9,2190.1,39134.7,593.0,,,NAVA LTD.,39134.7,287.0,Matched (3)
Navneet Education,NAVNEET EDUCATION LTD.,3.9,228,4.2,4.0,3.5,3.7,3.9,3.7,3.3,156454,NAVNEET PUBLICATIONS,20101033109,Gala Group,1,4.61806e+19,"Printed books, brochures, etc.",101012510000000,Books & cards,580101010000,58111,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)",1984,Media & Entertainment,156454,20240331,12,INDAS,17376.9,16938.1,139.9,15631.5,2369.4,2178.3,84.2,1885.3,17569.4,3732.0,277.0,14.0,NAVNEET EDUCATION LTD.,17569.4,228.0,Matched (3)
Nectar Lifesciences,NECTAR LIFESCIENCES LTD.,3.6,620,3.8,3.6,3.1,3.4,3.4,3.4,2.7,243276,NECLIFE,20101035832,Nectar Lifesciences Group,1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1995,Healthcare & Pharmaceuticals,243276,20240331,12,INDAS,19404.1,19273.5,402.0,19756.1,846.7,785.1,50.2,50.0,22738.4,1686.0,,,NECTAR LIFESCIENCES LTD.,22738.4,620.0,Matched (3)
Nelcast,NELCAST LTD.,3.6,129,3.9,3.4,3.0,3.4,3.2,3.6,2.9,157436,,20101035833,Nelcast Group,1,5.70408080408e+19,Cast iron castings,101013501150000,Castings & forgings,240301090000,24319,Manufacture of other iron and steel casting and products thereof,1982,Metals & Metal Products,157436,20240331,12,INDAS,12990.2,12669.5,277.2,12723.3,742.2,694.9,47.3,544.1,11296.8,1899.0,1.0,4.0,NELCAST LTD.,11296.8,129.0,Matched (3)
Nelco,NELCO LTD.,3.9,134,3.9,3.6,3.4,3.6,3.7,3.6,3.0,157438,NELCO,20101010100,Tata Group,1,8.020040404e+19,Satellite communications,101040601000000,Telecommunication services,610301000000,6130,Satellite telecommunications activities,1940,Diversified / Miscellaneous,157438,20240331,12,INDAS,2295.0,2228.2,,2082.3,278.5,261.5,13.6,212.7,1986.9,282.0,25.0,0.0,NELCO LTD.,1986.9,134.0,Matched (3)
Neogen Chemicals,NEOGEN CHEMICALS LTD.,3.8,167,3.9,3.6,4.0,3.5,3.5,3.5,3.6,157605,NEOGEN CHEMICALS,20101035815,Neogen Chemical Group,1,5.008e+19,Organic chemicals,101012035000000,Organic chemicals,200101090000,20119,Manufacture of organic and inorganic chemical compounds n.e.c.,1989,Chemical & Allied Products,157605,20240331,12,INDAS,7051.4,6963.6,859.8,7470.6,529.3,484.0,45.3,440.6,13820.0,1150.0,24.0,0.0,NEOGEN CHEMICALS LTD.,13820.0,167.0,Matched (3)
Nestle India,NESTLE INDIA LTD.,3.9,2.5k,3.8,3.5,3.9,3.5,3.7,3.8,3.2,157827,NESTLE,20202000000,Private (Foreign),1,3.3e+19,"Food products, beverages & tobacco",101011101701000,Processed foods,110104090000,11049,Manufacture of other non-alcoholic beverages n.e.c.,1959,Food & Beverages,157827,20240331,15,INDAS,253316.6,251719.2,456.8,214445.0,24275.7,20081.7,1343.3,39328.4,106655.8,20405.0,2281.0,54.0,NESTLE INDIA LTD.,106655.8,2500.0,Matched (3)
Neuland Laboratories,NEULAND LABORATORIES LTD.,4.1,604,3.6,3.8,3.7,3.7,3.9,3.8,3.4,158089,NEULAND LABORATORIES,20101035819,Neuland Group,1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1984,Healthcare & Pharmaceuticals,158089,20240331,12,INDAS,15711.5,15586.0,551.4,13266.9,2252.3,2136.8,96.9,2996.0,18442.7,2855.0,265.0,1.0,NEULAND LABORATORIES LTD.,18442.7,604.0,Matched (3)
Newgen Software Technologies,NEWGEN SOFTWARE TECHNOLOGIES LTD.,3.8,1.7k,4.1,3.6,3.7,3.5,3.6,3.5,3.6,158780,,20101035820,Newgen Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1992,IT Sector,158780,20240331,12,INDAS,11816.2,11361.2,,9442.8,5422.2,5033.2,85.8,2373.4,17039.0,4411.0,1073.0,7.0,NEWGEN SOFTWARE TECHNOLOGIES LTD.,17039.0,1700.0,Matched (3)
Nilkamal,NILKAMAL LTD.,3.8,898,3.8,3.7,3.4,3.5,3.5,3.4,3.1,159783,,20101035821,Nilkamal Group,1,5.0560852e+19,Plastic injection moulding items,101012045400000,"Plastic furniture, floorings & miscellaneous items",220201090000,22209,Manufacture of other plastics products n.e.c.,1985,Diversified / Miscellaneous,159783,20240331,12,INDAS,33304.7,33146.6,-290.7,31940.9,2423.7,2225.0,161.9,1073.1,21857.9,11188.0,354.0,1.0,NILKAMAL LTD.,21857.9,898.0,Matched (3)
Nitco,NITCO LTD.,4.2,285,3.9,4.2,3.9,3.8,4.2,3.7,3.5,160802,,20102000000,Private (Indian),1,5.4123024e+19,Ceramic tiles,101013015000000,Ceramic products,230903090000,23939,Manufacture of ceramic products n.e.c.,1966,Consumer Goods & Durables,160802,20240331,12,INDAS,3314.4,3263.4,-112.5,4767.8,558.8,539.0,,-1565.9,7863.9,513.0,,,NITCO LTD.,7863.9,285.0,Matched (3)
Nitin Spinners,NITIN SPINNERS LTD.,4.2,97,4.3,4.2,3.9,4.1,4.0,3.9,3.8,160920,NITIN SPINNERS,20101035836,Nitin Spinners Group,1,3.6120804e+19,Cotton yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1992,Textiles & Garments,160920,20240331,12,INDAS,29079.0,28811.1,-193.0,27570.8,1768.5,1674.8,77.8,1315.2,27210.3,7390.0,144.0,15.0,NITIN SPINNERS LTD.,27210.3,97.0,Matched (3)
Nocil,NOCIL LTD.,3.9,358,4.1,3.9,3.1,3.7,3.9,3.9,3.0,155636,,20101011101,Arvind Mafatlal Group,1,5.0524804e+19,Rubber chemicals,101012090000000,Other chemical products,200209090000,20299,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)",1961,Chemical & Allied Products,155636,20240331,12,INDAS,14845.5,14430.2,-280.0,13252.0,831.9,741.4,82.7,1313.5,20085.2,1220.0,37.0,1.0,NOCIL LTD.,20085.2,358.0,Matched (3)
Novartis India,NOVARTIS INDIA LTD.,4.1,1.8k,3.8,4.2,3.9,3.8,4.1,3.8,3.3,161904,NOVARTIS INDIA,20202000000,Private (Foreign),1,8.00404161212e+19,"Wholesale trade in drugs, medicines & allied products",101040401000000,Wholesale trading,460409070000,46497,Wholesale of pharmaceutical and medical goods,1947,Retail & Wholesale,161904,20240331,12,INDAS,3995.8,3350.7,-98.6,3045.3,229.6,207.9,11.3,851.9,18797.8,80.0,19.0,,NOVARTIS INDIA LTD.,18797.8,1800.0,Matched (3)
Nucleus Software Exports,NUCLEUS SOFTWARE EXPORTS LTD.,3.4,560,3.9,3.1,3.3,3.1,3.3,3.2,3.1,162142,,20101035827,Nucleus Software Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1989,IT Sector,162142,20240331,12,INDAS,8155.9,7661.2,,6296.4,4313.2,4170.7,107.0,1859.5,10904.3,1849.0,460.0,6.0,NUCLEUS SOFTWARE EXPORTS LTD.,10904.3,560.0,Matched (3)
Oberoi Realty,OBEROI REALTY LTD.,4.1,354,4.0,4.2,4.1,3.9,3.9,3.9,3.5,120889,KINGSTON PROPERTIES,20101020336,Oberoi M.S. Group,1,7.41206e+19,Housing real estate,101060101000000,Housing construction,410101010000,41001,Construction of buildings carried out on own-account basis or on a fee or contract basis,1998,Construction & Real Estate,120889,20240331,12,INDAS,36212.4,33021.6,9321.4,30761.0,1955.4,1984.1,67.7,14772.8,181776.7,1443.0,320.0,7.0,OBEROI REALTY LTD.,181776.7,354.0,Matched (3)
Oil India,OIL INDIA LTD.,4.4,299,4.1,4.3,4.2,4.2,4.3,4.2,3.8,163229,,10101000000,Central Govt. - Commercial Enterprises,1,2.7120804e+19,Crude oil,101020200000000,Crude oil & natural gas,60101000000,610,Extraction of crude petroleum,1959,Energy & Utilities,163229,20240331,12,INDAS,250103.0,221551.8,-207.5,194377.0,18122.4,19837.4,1443.8,55518.5,706288.9,6492.0,496.0,163.0,OIL INDIA LTD.,706288.9,299.0,Matched (3)
Olectra Greentech,OLECTRA GREENTECH LTD.,3.4,250,3.0,3.1,3.1,3.0,2.8,3.2,2.8,83912,,20102000000,Private (Indian),1,6.616040408e+19,Buses,101014502010500,Commercial vehicles,290101020000,29102,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc.",2000,Automobile & Ancillaries,83912,20240331,12,INDAS,11288.5,11139.7,305.7,10857.8,656.9,631.2,25.7,736.4,15389.7,1539.0,46.0,0.0,OLECTRA GREENTECH LTD.,15389.7,250.0,Matched (3)
Omax Autos,OMAX AUTOS LTD.,3.6,312,3.1,3.4,3.3,3.5,3.5,3.6,3.0,163701,OMAX AUTOS,20102000000,Private (Indian),1,6.62028e+19,"Automobile ancillaries, nec",101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1983,Automobile & Ancillaries,163701,20240331,12,INDAS,3954.5,3552.7,3.7,3841.6,235.0,227.9,5.5,116.6,5190.8,153.0,,,OMAX AUTOS LTD.,5190.8,312.0,Matched (3)
Omaxe,OMAXE LTD.,4.1,598,3.6,4.0,4.0,3.8,3.8,3.7,3.7,163705,OMAXE,20101036104,Omaxe group,1,7.41206e+19,Housing real estate,101060101000000,Housing construction,410101010000,41001,Construction of buildings carried out on own-account basis or on a fee or contract basis,1989,Construction & Real Estate,163705,20240331,12,INDAS,7182.4,7053.5,-1196.5,7389.1,697.2,683.2,14.0,-1403.2,60417.5,920.0,119.0,0.0,OMAXE LTD.,60417.5,598.0,Matched (3)
Onmobile Global,ONMOBILE GLOBAL LTD.,3.5,194,2.9,3.7,3.0,3.4,3.5,2.9,2.7,164193,,20201022100,OnMobile (F) group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,2000,IT Sector,164193,20240331,12,INDAS,2017.4,1671.1,,1988.3,762.5,755.3,33.2,29.1,8345.3,512.0,92.0,0.0,ONMOBILE GLOBAL LTD.,8345.3,194.0,Matched (3)
Optiemus Infracom,OPTIEMUS INFRACOM LTD.,3.3,53,3.0,3.3,3.1,3.6,3.5,3.5,2.9,9395,AKANKSHA FINVEST,20101036106,Optiemus Group,1,8.0040416201204e+19,Wholesale trade in consumer electronics,101040401000000,Wholesale trading,460502020000,46522,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders",1993,Retail & Wholesale,9395,20240331,12,INDAS,6677.7,6444.3,-0.6,6426.8,55.6,53.1,2.5,250.3,5820.8,65.0,6.0,,OPTIEMUS INFRACOM LTD.,5820.8,53.0,Matched (3)
Oracle Financial Services Software,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,3.7,5.6k,3.9,4.0,3.1,3.4,3.7,3.5,2.6,97191,I-FLEX,20202000000,Private (Foreign),1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1989,IT Sector,97191,20240331,12,INDAS,50363.5,47845.0,,30084.3,19178.9,18054.3,436.1,20279.2,69537.4,7890.0,,,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,69537.4,5600.0,Matched (3)
Orchid Pharma,ORCHID PHARMA LTD.,3.8,293,4.0,3.7,3.3,3.7,3.7,4.0,3.3,164629,OCP,20101032339,Dhanuka Group,1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1992,Healthcare & Pharmaceuticals,164629,20240331,12,INDAS,8500.1,8193.6,439.0,7991.6,766.1,698.2,67.9,947.5,18005.1,923.0,27.0,1.0,ORCHID PHARMA LTD.,18005.1,293.0,Matched (3)
Orient Bell,ORIENT BELL LTD.,3.5,355,3.3,3.5,3.4,3.2,3.3,3.3,2.9,164762,,20101032349,Daga Group,1,5.412302412e+19,"Glazed ceramic tiles, paving & flags",101013015000000,Ceramic products,230903090000,23939,Manufacture of ceramic products n.e.c.,1977,Consumer Goods & Durables,164762,20240331,12,INDAS,6893.8,6835.8,56.3,6949.5,991.9,936.9,25.6,0.6,5561.4,858.0,,,ORIENT BELL LTD.,5561.4,355.0,Matched (3)
Orient Cement,ORIENT CEMENT LTD.,4.4,615,4.3,4.3,4.1,4.1,4.4,4.2,3.8,164761,ORIENT CEMENT,20101010201,Birla C.K. Group,1,5.406061218e+19,Portland slag cement,101013001000000,Cement,230904020000,23942,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",2011,Diversified / Miscellaneous,164761,20240331,12,INDAS,34111.6,33958.0,-42.5,32320.6,1835.6,1748.7,55.8,1748.5,29357.2,4410.0,168.0,3.0,ORIENT CEMENT LTD.,29357.2,615.0,Matched (3)
Oriental Aromatics,ORIENTAL AROMATICS LTD.,3.4,225,3.2,3.5,3.4,3.2,3.2,3.2,3.1,41793,,20101036109,OAL Group,1,5e+19,Chemicals & chemical products,101012090000000,Other chemical products,200000000000,20,Manufacture of Chemicals and Chemical products,1972,Chemical & Allied Products,41793,20240331,12,INDAS,8437.4,8365.5,-389.4,7953.2,492.4,446.5,26.0,94.8,9336.3,1685.0,163.0,0.0,ORIENTAL AROMATICS LTD.,9336.3,225.0,Matched (3)
Oriental Carbon & Chemicals,ORIENTAL CARBON & CHEMICALS LTD.,4.2,209,4.2,4.2,4.1,3.9,4.1,3.8,3.6,164895,,20101033125,Goenka J.P. Group,1,2.70409e+19,Sulphur,101020300000000,Minerals,80901010000,8911,Mining of native sulphur or pyrites and pyrrhotites valued chiefly for sulphur,1978,Diversified / Miscellaneous,164895,20240331,12,INDAS,4067.9,3872.0,-7.7,3630.7,526.7,504.8,13.4,429.5,8631.4,473.0,8.0,5.0,ORIENTAL CARBON & CHEMICALS LTD.,8631.4,209.0,Matched (3)
